iter	Passed	Remaining
1666	70940	14170
1667	70984	14128
1668	71036	14088
1669	71086	14047
1670	71137	14006
1671	71180	13963
1672	71229	13922
1673	71279	13881
1674	71329	13840
1675	71377	13798
1676	71427	13757
1677	71475	13715
1678	71520	13673
1679	71568	13632
1680	71615	13590
1681	71666	13549
1682	71718	13508
1683	71773	13468
1684	71823	13426
1685	71875	13386
1686	71919	13343
1687	71967	13302
1688	72014	13260
1689	72058	13217
1690	72110	13176
1691	72164	13136
1692	72209	13094
1693	72256	13052
1694	72305	13010
1695	72354	12969
1696	72401	12927
1697	72451	12885
1698	72500	12844
1699	72554	12803
1700	72607	12762
1701	72652	12720
1702	72702	12679
1703	72750	12637
1704	72801	12596
1705	72851	12554
1706	72904	12513
1707	72952	12472
1708	73000	12430
1709	73046	12387
1710	73089	12345
1711	73138	12303
1712	73187	12262
1713	73242	12221
1714	73293	12179
1715	73344	12138
1716	73390	12096
1717	73435	12054
1718	73480	12011
1719	73535	11970
1720	73583	11928
1721	73635	11887
1722	73685	11846
1723	73735	11804
1724	73783	11762
1725	73833	11721
1726	73883	11679
1727	73934	11637
1728	73978	11595
1729	74031	11554
1730	74083	11512
1731	74134	11471
1732	74184	11429
1733	74235	11387
1734	74284	11346
1735	74332	11304
1736	74383	11262
1737	74432	11220
1738	74478	11178
1739	74532	11137
1740	74579	11094
1741	74627	11052
1742	74675	11010
1743	74726	10969
1744	74775	10927
1745	74823	10884
1746	74877	10843
1747	74926	10801
1748	74971	10759
1749	75020	10717
1750	75067	10674
1751	75118	10633
1752	75164	10590
1753	75223	10550
1754	75268	10507
1755	75312	10464
1756	75359	10422
1757	75405	10380
1758	75453	10337
1759	75503	10295
1760	75556	10254
1761	75612	10213
1762	75656	10170
1763	75705	10128
1764	75753	10086
1765	75796	10043
1766	75849	10001
1767	75903	9960
1768	75952	9918
1769	76000	9875
1770	76047	9833
1771	76094	9790
1772	76139	9748
1773	76194	9706
1774	76243	9664
1775	76293	9622
1776	76341	9580
1777	76391	9538
1778	76436	9495
1779	76479	9452
1780	76531	9410
1781	76583	9368
1782	76629	9326
1783	76674	9283
1784	76724	9241
1785	76770	9198
1786	76818	9156
1787	76865	9113
1788	76916	9071
1789	76974	9030
1790	77021	8987
1791	77069	8945
1792	77117	8903
1793	77163	8860
1794	77212	8818
1795	77256	8775
1796	77305	8732
1797	77354	8690
1798	77405	8648
1799	77453	8605
1800	77506	8563
1801	77552	8521
1802	77602	8479
1803	77651	8436
1804	77699	8394
1805	77748	8351
1806	77801	8309
1807	77848	8267
1808	77897	8224
1809	77941	8181
1810	77988	8139
1811	78038	8096
1812	78089	8054
1813	78135	8011
1814	78187	7969
1815	78232	7926
1816	78279	7883
1817	78325	7841
1818	78371	7798
1819	78416	7755
1820	78463	7712
1821	78513	7670
1822	78566	7628
1823	78619	7586
1824	78662	7542
1825	78709	7500
1826	78755	7457
1827	78807	7415
1828	78856	7372
1829	78899	7329
1830	78948	7286
1831	78996	7244
1832	79042	7201
1833	79096	7159
1834	79145	7116
1835	79202	7074
1836	79246	7031
1837	79297	6989
1838	79351	6947
1839	79399	6904
1840	79443	6861
1841	79487	6818
1842	79533	6775
1843	79580	6732
1844	79628	6689
1845	79675	6646
1846	79722	6603
1847	79769	6561
1848	79814	6518
1849	79863	6475
1850	79914	6432
1851	79956	6389
1852	80009	6347
1853	80057	6304
1854	80107	6261
1855	80154	6218
1856	80196	6175
1857	80240	6132
1858	80297	6090
1859	80344	6047
1860	80393	6004
1861	80446	5962
1862	80491	5919
1863	80539	5876
1864	80586	5833
1865	80630	5790
1866	80679	5747
1867	80728	5704
1868	80771	5661
1869	80819	5618
1870	80866	5575
1871	80913	5532
1872	80962	5489
1873	81010	5446
1874	81057	5403
1875	81102	5360
1876	81150	5317
1877	81197	5274
1878	81246	5231
1879	81292	5188
1880	81337	5145
1881	81383	5102
1882	81430	5059
1883	81480	5016
1884	81533	4974
1885	81582	4931
1886	81629	4888
1887	81670	4844
1888	81718	4801
1889	81767	4758
1890	81816	4715
1891	81862	4672
1892	81911	4629
1893	81960	4587
1894	82008	4544
1895	82052	4500
1896	82098	4457
1897	82146	4414
1898	82193	4371
1899	82245	4328
1900	82291	4285
1901	82341	4242
1902	82385	4199
1903	82435	4156
1904	82480	4113
1905	82532	4070
1906	82582	4027
1907	82638	3984
1908	82687	3941
1909	82734	3898
1910	82777	3855
1911	82822	3811
1912	82871	3768
1913	82919	3725
1914	82968	3682
1915	83013	3639
1916	83061	3596
1917	83111	3553
1918	83159	3510
1919	83207	3466
1920	83254	3423
1921	83302	3380
1922	83350	3337
1923	83395	3294
1924	83441	3250
1925	83488	3207
1926	83533	3164
1927	83577	3121
1928	83626	3078
1929	83675	3034
1930	83719	2991
1931	83766	2948
1932	83817	2905
1933	83870	2862
1934	83932	2819
1935	83995	2776
1936	84059	2733
1937	84110	2690
1938	84158	2647
1939	84206	2604
1940	84249	2560
1941	84299	2517
1942	84348	2474
1943	84390	2431
1944	84439	2387
1945	84484	2344
1946	84534	2301
1947	84584	2257
1948	84632	2214
1949	84676	2171
1950	84720	2127
1951	84768	2084
1952	84817	2041
1953	84863	1997
1954	84912	1954
1955	84960	1911
1956	85007	1867
1957	85053	1824
1958	85099	1781
1959	85147	1737
1960	85195	1694
1961	85241	1650
1962	85287	1607
1963	85334	1564
1964	85377	1520
1965	85425	1477
1966	85468	1433
1967	85524	1390
1968	85575	1347
1969	85620	1303
1970	85670	1260
1971	85717	1217
1972	85763	1173
1973	85810	1130
1974	85855	1086
1975	85903	1043
1976	85957	1000
1977	86010	956
1978	86057	913
1979	86104	869
1980	86147	826
1981	86190	782
1982	86239	739
1983	86288	695
1984	86334	652
1985	86381	608
1986	86429	565
1987	86473	521
1988	86527	478
1989	86571	435
1990	86616	391
1991	86663	348
1992	86709	304
1993	86757	261
1994	86809	217
1995	86853	174
1996	86898	130
1997	86944	87
1998	86991	43
1999	87044	0
