iter	RMSE
0	76170.02731
200	17614.87572
400	11792.52504
600	8607.090551
800	6490.95232
1000	5087.236381
1200	4088.693447
1400	3172.401939
1600	2502.151377
1800	2032.626629
1999	1654.995845
